Root Name	Associated Name	Association Weight
Amalek	Adah	1
Amalek	Benjamin	1
Amalek	Edom	1
Amalek	Eliphaz	1
Amalek	Hadadezer	1
Amalek	Hur	1
Amalek	Israel	1
Amalek	Machir	1
Amalek	Philistines	1
Amalek	Rehob	1
Amalek	Rephidim	1
Amalek	Zobah	1
Amana	Hermon	1
Amana	Shenir	1
Amariah	Ahitub	3
Amariah	Amon	1
Amariah	Azariah	1
Amariah	Hattush	1
Amariah	Ishmael	1
Amariah	Jehohanan	1
Amariah	Joseph	1
Amariah	Josiah	1
Amariah	Judah	1
Amariah	Malluch	1
Amariah	Meraioth	1
Amariah	Shecaniah	1
Amariah	Zebadiah	1
Amasa	Abigail	1
Amasa	Abishai	1
Amasa	Hadlai	1
Amasa	Jether	2
Amasa	Joab	2
Amasa	Judah	3
Amasa	Nahash	1
Amasa	Sheba	1
Amasai	Abdi	1
Amasai	Ahimoth	1
Amasai	Azariah	1
Amasai	Benaiah	1
Amasai	Eliezer	1
Amasai	Joah	1
Amasai	Joel	1
Amasai	Kish	1
Amasai	Merari	1
Amasai	Zechariah	1
Amasai	Zimmah	1
Amashai	Azareel	1
Amaziah	Amos	2
Amaziah	Azariah	1
Amaziah	Hilkiah	1
Amaziah	Israel	7
Amaziah	Jehoahaz	4
Amaziah	Jehoash	3
Amaziah	Jehu	2
Amaziah	Jeroboam	2
Amaziah	Joash	4
Amaziah	Jotham	1
Amaziah	Judah	15
Amaziah	Samaria	1
Aminadab	Aram	1
Ammah	Giah	1
Ammah	Gibeon	1
Ammi	Ruhamah	1
Ammiel	Barzillai	1
Ammiel	Gemalli	1
Ammiel	Issachar	1
Ammiel	Peulthai	1
Ammon	Abishai	1
Ammon	Amalek	4
Ammon	Ammiel	1
Ammon	Arnon	1
Ammon	Aroer	1
Ammon	Barzillai	1
Ammon	Benjamin	1
Ammon	David	3
Ammon	Edom	1
Ammon	Ephraim	1
Ammon	Gilead	2
Ammon	Hadadezer	1
Ammon	Hanun	4
Ammon	Israel	6
Ammon	Jabbok	1
Ammon	Jerusalem	2
Ammon	Joab	1
Ammon	Judah	3
Ammon	Machir	1
Ammon	Moab	4
Ammon	Philistines	5
Ammon	Rehob	1
Ammon	Seir	2
Ammon	Zobah	2
Amnon	Abigail	1
Amnon	Ahinoam	2
Amnon	Benhanan	1
Amnon	Benzoheth	1
Amnon	Daniel	1
Amnon	Ishi	1
Amnon	Jonadab	1
Amnon	Rinnah	1
Amnon	Tamar	1
Amnon	Tilon	1
Amnon	Zoheth	1
Amok	Eber	1
Amok	Hilkiah	1
Amok	Jedaiah	1
Amon	Joash	2
Amon	Josiah	3
Amon	Judah	2
Amorite	Aner	1
Amorite	Eshcol	1
Amorite	Girgashite	1
Amorite	Hittite	3
Amos	Amaziah	1
Amos	Esli	1
Amos	Israel	1
Amos	Jeroboam	2
Amos	Joash	1
Amos	Judah	1
Amos	Naum	1
Amos	Tekoa	1
Amos	Uzziah	1
Amoz	Ahaz	1
Amoz	Hezekiah	2
Amoz	Jerusalem	1
Amoz	Jotham	1
Amoz	Judah	3
Amoz	Uzziah	1
Amram	Aaron	4
Amram	Abihu	1
Amram	Cheran	1
Amram	Eleazar	1
Amram	Ithamar	1
Amram	Ithran	1
Amram	Izehar	1
Amram	Jehdeiah	1
Amram	Jochebed	1
Amram	Miriam	2
Amram	Moses	4
Amram	Nadab	1
Amram	Shubael	1
Amram	Uel	1
Amraphel	Arioch	2
Amraphel	Chedorlaomer	1
Amraphel	Ellasar	1
Amraphel	Tidal	1
Amzi	Malchiah	1
Amzi	Pashur	1
Amzi	Shamer	1
Amzi	Zechariah	1
Anab	Anim	1
Anab	Israel	1
Anab	Judah	1
Anah	Aholibamah	1
Anah	Amram	1
Anah	Cheran	1
Anah	Dishon	2
Anah	Esau	1
Anah	Ithran	1
Anah	Jaalam	1
Anah	Jeush	1
Anah	Korah	1
Anah	Zibeon	2
Anak	Ahiman	1
Anak	Sheshai	1
Anak	Talmai	1
Anamim	Lehabim	2
Ananias	Sapphira	1
Ananias	Satan	1
Anathoth	Almon	1
Anathoth	Benjamin	1
Anathoth	Nebai	1
Anathoth	Nob	1
Andrew	Bartholomew	3
Andrew	James	4
Andrew	John	2
Andrew	Judas	1
Andrew	Matthew	2
Andrew	Peter	1
Andrew	Philip	3
Andrew	Simon	3
Andrew	Thomas	2
Andrew	Zebedee	1
Andrew	Zelotes	1
Andronicus	Junia	1
Aner	Eshcol	1
Anna	Phanuel	1
Annas	John	1
Antioch	Barnabas	2
Antioch	Barsabas	1
Antioch	Cilicia	1
Antioch	Cyrene	1
Antioch	Herod	1
Antioch	Iconium	2
Antioch	Judas	1
Antioch	Lystra	1
Antioch	Manaen	1
Antioch	Niger	1
Antioch	Paul	1
Antioch	Saul	1
Antioch	Silas	1
Antioch	Simeon	1
Anub	Aharhel	1
Apelles	Christ	1
Apharsathchites	Tarpelites	1
Aphek	Rehob	1
Apollos	Cephas	2
Apollos	Christ	1
Apollos	Corinth	1
Apollos	Paul	1
Appaim	Ishi	1
Appaim	Sheshan	1
Apphia	Archippus	1
Aquila	Christ	1
Aquila	Italy	1
Aquila	Onesiphorus	1
Aquila	Pontus	1
Aquila	Priscilla	3
Ar	Moab	3
Arab	Eshean	1
Arabia	Kedar	1
Arad	Canaan	1
Arad	Israel	1
Arah	Haniel	1
Arah	Johanan	1
Arah	Meshullam	1
Aram	Aminadab	1
Aram	Gether	2
Aram	Hul	2
Aram	Israel	1
Aram	Jacob	1
Aram	Jair	1
Aram	Mash	1
Aram	Meshech	1
Aram	Uz	2
Ararat	Minni	1
Araunah	David	1
Arba	Anak	2
Argob	Bashan	2
Argob	Og	1
Ariel	David	1
Ariel	Elnathan	1
Ariel	Jarib	1
Ariel	Joiarib	1
Ariel	Meshullam	1
Ariel	Nathan	1
Ariel	Shemaiah	1
Ariel	Zechariah	1
Arioch	Chedorlaomer	1
Arioch	Daniel	1
Arioch	Ellasar	1
Arioch	Tidal	1
Aristarchus	Demas	1
Aristarchus	Derbe	1
Aristarchus	Gaius	1
Aristarchus	Lucas	1
Aristarchus	Macedonia	1
Aristarchus	Marcus	1
Aristarchus	Secundus	1
Aristarchus	Timotheus	1
Aristarchus	Trophimus	1
Aristarchus	Tychicus	1
Arnon	Amorite	1
Arnon	Bashan	1
Arnon	Dibon	1
Arnon	Gilead	1
Arnon	Hermon	1
Arnon	Jabbok	2
Arnon	Medeba	1
Arnon	Sihon	1
Aroer	Arnon	6
Aroer	Bashan	1
Aroer	Dibon	1
Aroer	Gad	1
Aroer	Gilead	1
Aroer	Jazer	1
Aroer	Medeba	1
Aroer	Minnith	1
Aroer	Nebo	1
Arphaxad	Aram	1
Arphaxad	Eber	2
Arphaxad	Gether	1
Arphaxad	Hul	1
Arphaxad	Lud	2
Arphaxad	Meshech	1
Arphaxad	Noe	1
Arphaxad	Salah	3
Arphaxad	Sem	1
Arphaxad	Shelah	2
Arphaxad	Uz	1
Artaxerxes	Azariah	1
Artaxerxes	Babylon	1
Artaxerxes	Bishlam	1
Artaxerxes	Ezra	2
Artaxerxes	Mithredath	1
Artaxerxes	Persia	1
Artemas	Tychicus	1
Arumah	Gaal	1
Arumah	Zebul	1
Asa	Ahab	2
Asa	Ahijah	1
Asa	Baasha	9
Asa	Benhadad	1
Asa	Benjamin	4
Asa	Damascus	1
Asa	Dan	2
Asa	David	1
Asa	Elkanah	1
Asa	Geba	2
Asa	Gibbethon	1
Asa	Ijon	2
Asa	Israel	11
Asa	Jehoshaphat	1
Asa	Joram	1
Asa	Josaphat	1
Asa	Judah	20
Asa	Mizpah	2
Asa	Naphtali	1
Asa	Oded	1
Asa	Omri	2
Asa	Philistines	1
Asa	Ramah	3
Asa	Tirzah	3
Asahel	Abner	1
Asahel	Adonijah	1
Asahel	Benaiah	1
Asahel	Dodo	1
Asahel	Elhanan	2
Asahel	Eliel	1
Asahel	Elishama	1
Asahel	Gibeon	1
Asahel	Jahaziah	1
Asahel	Jehonathan	1
Asahel	Jehoram	1
Asahel	Jerimoth	1
Asahel	Joab	3
Asahel	Jozabad	1
Asahel	Mahath	1
Asahel	Meshullam	1
Asahel	Shabbethai	1
Asahel	Shemiramoth	1
Asahel	Shimei	1
Asahel	Tikvah	1
Asahel	Zebadiah	1
Asaiah	Adiel	1
Asaiah	Benaiah	1
Asaiah	Eliel	1
Asaiah	Jesimiel	1
Asaiah	Joel	1
Asaiah	Shemaiah	1
Asaph	Abda	1
Asaph	David	2
Asaph	Eliab	1
Asaph	Ethan	2
Asaph	Galal	1
Asaph	Heman	4
Asaph	Israel	1
Asaph	Jeduthun	4
Asaph	Joseph	2
Asaph	Kushaiah	1
Asaph	Mattaniah	1
Asaph	Merari	1
Asaph	Nethaniah	1
Asaph	Shemiramoth	1
Asaph	Zaccur	1
Asaph	Zechariah	2
Asenath	On	3
Asenath	Potipherah	3
Ashdod	Ammon	1
Ashdod	Askelon	1
Ashdod	Ekron	3
Ashdod	Gath	1
Ashdod	Moab	1
Ashdod	Philistines	1
Ashdod	Sargon	1
Asher	Abdon	1
Asher	Accho	1
Asher	Achzib	1
Asher	Ahihud	1
Asher	Ahlab	1
Asher	Bashan	1
Asher	Beriah	2
Asher	Dan	1
Asher	Dor	1
Asher	Heber	1
Asher	Helbah	1
Asher	Ibleam	1
Asher	Imnah	1
Asher	Isui	1
Asher	Jimnah	1
Asher	Manasseh	4
Asher	Mashal	1
Asher	Michmethah	1
Asher	Mishal	1
Asher	Naphtali	4
Asher	Ocran	2
Asher	Pagiel	2
Asher	Rehob	1
Asher	Sarah	1
Asher	Zebulun	3
Asher	Zidon	1
Ashkenaz	Riphath	1
Ashkenaz	Togarmah	1
Ashnah	Nezib	1
Ashriel	Gilead	1
Ashriel	Machir	1
Ashtaroth	Ammon	1
Ashtaroth	Bashan	1
Ashtaroth	Edrei	2
Ashtaroth	Machir	1
Ashtaroth	Manasseh	1
Ashtaroth	Moab	1
Ashtaroth	Og	1
Ashtaroth	Philistines	1
Ashtaroth	Zidon	1
Ashur	Naarah	1
Ashur	Tekoa	2
Asia	Aquila	1
Asia	Aristarchus	2
Asia	Berea	1
Asia	Bithynia	1
Asia	Derbe	1
Asia	Gaius	1
Asia	Hermogenes	1
Asia	Jerusalem	1
Asia	Jesus	1
Asia	Laodicea	1
Asia	Paul	1
Asia	Pentecost	1
Asia	Pergamos	1
Asia	Philadelphia	1
Asia	Phygellus	1
Asia	Priscilla	1
Asia	Sardis	1
Asia	Secundus	1
Asia	Smyrna	1
Asia	Sopater	1
Asia	Stephen	1
Asia	Thyatira	1
Asia	Timotheus	1
Asia	Trophimus	1
Asia	Tychicus	1
Askelon	Ekron	1
Askelon	Gath	1
Asriel	Hepher	1
Asriel	Shechem	2
Asshurim	Letushim	1
Asshurim	Leummim	1
Assur	Lot	1
Assur	Selah	1
Asyncritus	Hermas	1
Asyncritus	Patrobas	1
Asyncritus	Phlegon	1
Ataroth	Aroer	1
Ataroth	Beon	1
Ataroth	Dibon	1
Ataroth	Elealeh	1
Ataroth	Heshbon	1
Ataroth	Jazer	1
Ataroth	Joab	1
Ataroth	Manahethites	1
Ataroth	Nebo	1
Ataroth	Nimrah	1
Ataroth	Shebam	1
Ater	Akkub	2
Ater	Azzur	1
Ater	Hatita	2
Ater	Hezekiah	2
Ater	Hizkijah	1
Ater	Shobai	2
Athaiah	Amariah	1
Athaiah	Uzziah	1
Athaiah	Zechariah	1
Athaliah	Ahaziah	2
Athaliah	Israel	1
Athaliah	Omri	2
Attai	Eliel	1
Attai	Nathan	1
Attai	Zabad	1
Attai	Ziza	1
Ava	Hamath	1
Aven	Israel	1
Avim	Ophrah	1
Azaliah	Joah	1
Azaliah	Maaseiah	1
Azaniah	Binnui	1
Azaniah	Henadad	1
Azaniah	Kadmiel	1
Azareel	Jashobeam	1
Azareel	Jeroham	1
Azareel	Joezer	1
Azareel	Shelemiah	1
Azareel	Shemariah	1
Azariah	Abdi	1
Azariah	Adaiah	1
Azariah	Ahitub	2
Azariah	Amariah	1
Azariah	Amasa	1
Azariah	Amaziah	1
Azariah	Baanah	1
Azariah	Bigvai	1
Azariah	Bilshan	1
Azariah	David	1
Azariah	Elishaphat	1
Azariah	Ezra	1
Azariah	Hadlai	1
Azariah	Hanan	1
Azariah	Helez	1
Azariah	Hilkiah	1
Azariah	Hoshaiah	1
Azariah	Ishmael	1
Azariah	Israel	4
Azariah	Jehohanan	1
Azariah	Jehoram	1
Azariah	Jehozadak	1
Azariah	Jeroboam	1
Azariah	Jeroham	1
Azariah	Joah	1
Azariah	Johanan	3
Azariah	Jotham	2
Azariah	Jozabad	1
Azariah	Judah	6
Azariah	Kish	1
Azariah	Maaseiah	2
Azariah	Menahem	2
Azariah	Meraioth	2
Azariah	Merari	1
Azariah	Meshullam	2
Azariah	Mordecai	1
Azariah	Nathan	1
Azariah	Nehum	1
Azariah	Obed	1
Azariah	Oded	1
